FCCs;kcat;rxns;rxnNames;enzymes
-2.19E-08;3.9218;y003262_EXP_2;zymosteryl ester hydrolase (16:1), cell envelope;
-2.19E-08;172;y300033;hydroxyisourate hydrolase;
-2.19E-08;13.97505;y000226;ATP synthase;
-2.19E-08;13.97505;y000335;dethiobiotin synthase;
-2.19E-08;13.97505;y000335_REV;dethiobiotin synthase (reversible);
-2.19E-08;7.4814;y000369;ethyl acetate-hydrolyzing esterase;
-2.19E-08;13.97505;y000438;ferrocytochrome-c:oxygen oxidoreductase;
-2.19E-08;13.97505;y000439;ubiquinol:ferricytochrome c reductase;
-2.19E-08;3.5774;y000507;glycine-cleavage complex (lipoylprotein);
-2.19E-08;2.4543;y000770;NADH dehydrogenase, cytosolic/mitochondrial;
-2.19E-08;2.4543;y000773;NADH:ubiquinone oxidoreductase;
-2.19E-08;13.97505;y000821;orotidine-5'-phosphate decarboxylase;
-2.19E-08;51.7961;y000974_EXP_2;ribonucleotide reductase;
-2.19E-08;51.7961;y000975_EXP_2;ribonucleotide reductase;
-2.19E-08;13.97505;y001032;thiamin diphosphatase;
-2.19E-08;13.97505;y001033;thiamin phosphatase;
-2.19E-08;13.97505;y002148_REV;3-hydroxyacyl-thioester dehydratase (trans-but-2-enoyl-ACP) (reversible);
-2.19E-08;13.97505;y002149_REV;3-hydroxyacyl-thioester dehydratase (trans-hex-2-enoyl-ACP) (reversible);
-2.19E-08;13.97505;y002150;3-hydroxyacyl-thioester dehydratase (trans-oct-2-enoyl-ACP);
-2.19E-08;13.97505;y002150_REV;3-hydroxyacyl-thioester dehydratase (trans-oct-2-enoyl-ACP) (reversible);
-2.19E-08;14.837;y002198_REV;fatty-acid--CoA ligase (octadecanoate), ER membrane (reversible);
-2.19E-08;3.6222;y002246_EXP_1;acyl-CoA oxidase (cis-hexadec-7-enoyl-CoA);
-2.19E-08;13.97505;y102462;lysoPI acyltransferase, ER membrane;
-2.19E-08;13.8;y102620;MLCL:PC acyltransferase;
-2.19E-08;13.8;y102620_REV;MLCL:PC acyltransferase (reversible);
-2.19E-08;13.97505;y103208;PI 4,5-P2 phosphatase;
-2.19E-08;13.97505;y300047;3-methylbutanoyl-CoA dehydrogenase;
-2.19E-08;13.97505;y102812;lysoPC acyltransferase, mitochondrial membrane;
-2.19E-08;13.97505;y103332_REV;PA kinase, Golgi membrane (reversible);
-2.19E-08;13.97505;y103340_REV;PA kinase, vacuolar membrane (reversible);
-2.19E-08;13.97505;y300036;homogentisate 1,2-dioxygenase;
-2.19E-08;13.97505;y300037;maleylacetoacetate isomerase;
-2.19E-08;13.97505;y300037_REV;maleylacetoacetate isomerase (reversible);
-2.19E-08;13.97505;y300038;fumarylacetoacetase;
-2.19E-08;13.97505;y300039_REV;erythrose kinase (reversible);
-2.19E-08;13.97505;y300042;arabinitol dehydrogenase;
-2.19E-08;13.97505;y300042_REV;arabinitol dehydrogenase (reversible);
-2.19E-08;13.97505;y300049;3-methylglutaconyl-CoA dehydratase;
-2.19E-08;122;y000020_EXP_1;2-deoxy-D-arabino-heptulosonate 7-phosphate synthetase;
-2.19E-08;122;y000042_EXP_1;3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase;
-2.19E-08;97.6;y000252;carnitine O-acetyltransferase;
-2.19E-08;28.9496;y000553;hydroxyacylglutathione hydrolase;
-2.19E-08;28.9496;y000554;hydroxyacylglutathione hydrolase;
-2.19E-08;6.1;y001074;uracil phosphoribosyltransferase;
-2.19E-08;122;y002029;pyridoxine kinase;
-2.19E-08;0.7737;y002214;fatty-acid--CoA ligase (lignoceric acid), ER membrane;
-2.19E-08;0.7737;y002217;fatty-acid--CoA ligase (lignoceric acid), lipid particle;
-2.19E-08;7.4922;y002246_EXP_4;acyl-CoA oxidase (cis-hexadec-7-enoyl-CoA);
-2.19E-08;6.9235;y000164_EXP_3;alcohol dehydrogenase (glycerol, NADP);
-2.19E-08;33.9509;y000168_EXP_8;aldehyde dehydrogenase (2-methylbutanol, NADP);
-2.19E-08;0.815;y000399_REV;fatty-acid--CoA ligase (decanoate) (reversible);
-2.19E-08;876;y000949;guanosine phosphorylase;
-2.19E-08;876;y000950;guanosine phosphorylase;
-2.19E-08;13.955;y002256;2-enoyl-CoA hydratase (3-hydroxyoctanoyl-CoA);
-2.19E-08;15.7316;y000122;acyl-CoA oxidase (hexacosanoyl-CoA);
-2.19E-08;39.2871;y000164_EXP_2;alcohol dehydrogenase (glycerol, NADP);
-2.19E-08;4.7097;y000207_REV;argininosuccinate lyase (reversible);
-2.19E-08;2.223;y000268;ceramide-3 synthase (26C);
-2.19E-08;0.9231;y000286_EXP_2;cis-prenyltransferase step 06;
-2.19E-08;7.0836;y000581;inositolphosphotransferase;
-2.19E-08;948.7763571;y300006_REV_EXP_3;long-chain alcohol dehydrogenase (C12) (reversible);
-2.19E-08;49.711;y001081;uroporphyrinogen decarboxylase (uroporphyrinogen III);
-2.19E-08;18.0629;y000121;acyl-CoA oxidase (dodecanoyl-CoA);
-2.19E-08;13.3939;y000146_REV_EXP_2;adenosylmethionine-8-amino-7-oxononanoate transaminase (reversible);
-2.19E-08;6.4018;y000281_EXP_1;cis-prenyltransferase step 01;
-2.19E-08;6.4018;y000282_EXP_1;cis-prenyltransferase step 02;
-2.19E-08;6.4018;y000283_EXP_1;cis-prenyltransferase step 03;
-2.19E-08;6.4018;y000284_EXP_1;cis-prenyltransferase step 04;
-2.19E-08;6.4018;y000285_EXP_1;cis-prenyltransferase step 05;
-2.19E-08;6.4018;y000286_EXP_1;cis-prenyltransferase step 06;
-2.19E-08;6.4018;y000287_EXP_1;cis-prenyltransferase step 07;
-2.19E-08;6.4018;y000288_EXP_1;cis-prenyltransferase step 08;
-2.19E-08;6.4018;y000289_EXP_1;cis-prenyltransferase step 09;
-2.19E-08;6.4018;y000290_EXP_1;cis-prenyltransferase step 10;
-2.19E-08;6.4018;y000291_EXP_1;cis-prenyltransferase step 11;
-2.19E-08;6.4018;y000292_EXP_1;cis-prenyltransferase step 12;
-2.19E-08;6.4018;y000293_EXP_1;cis-prenyltransferase step 13;
-2.19E-08;6.4018;y000295_EXP_1;cis-prenyltransferase step 15;
-2.19E-08;6.4018;y000296_EXP_1;cis-prenyltransferase step 16;
-2.19E-08;6.4018;y000297_EXP_1;cis-prenyltransferase step 17;
-2.19E-08;6.4018;y000298_EXP_1;cis-prenyltransferase step 18;
-2.19E-08;6.4018;y000299_EXP_1;cis-prenyltransferase step 19;
-2.19E-08;3.4449;y000479;glutamyl-tRNA synthetase;
-2.19E-08;5.4042;y000523_EXP_2;GPI-anchor assembly, step 9;
-2.19E-08;432;y000525;GTP cyclohydrolase II;
-2.19E-08;10.3223;y000541;hnRNP arginine N-methyltransferase;
-2.19E-08;7.3225;y000583;inositolphosphotransferase;
-2.19E-08;72;y000661;isocitrate dehydrogenase (NADP+), peroxisomal;
-2.19E-08;576;y001063_REV;tyrosine transaminase (reversible);
-2.19E-08;1.1555;y001094;xylulokinase;
-2.19E-08;14.4131;y002205_REV;fatty-acid--CoA ligase (octadecenoate), lipid particle (reversible);
-2.19E-08;8.9784;y002240_EXP_4;acyl-CoA oxidase (docosanoyl-CoA);
-2.19E-08;17.1066;y002242_EXP_3;acyl-CoA oxidase (palmitoleoyl-CoA);
-2.19E-08;72;y002259;2-enoyl-CoA hydratase (3-hydroxytetracosanoyl-CoA);
-2.19E-08;72;y002260;2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-9-enoyl-CoA);
-2.19E-08;72;y002261;2-enoyl-CoA hydratase (3-hydroxy-cis-tetradec-7-enoyl-CoA);
-2.19E-08;72;y002262;2-enoyl-CoA hydratase (3-hydroxy-cis-dodec-5-enoyl-CoA);
-2.19E-08;72;y002263;2-enoyl-CoA hydratase (3-hydroxy-cis-octadec-9-enoyl-CoA);
-2.19E-08;72;y002264;2-enoyl-CoA hydratase (3-hydroxy-cis-hexadec-7-enoyl-CoA);
-2.19E-08;72;y002265;2-enoyl-CoA hydratase (3-hydroxy-cis-tetradec-5-enoyl-CoA);
-2.19E-08;72;y002277;3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-9-enoyl-CoA);
-2.19E-08;72;y002278;3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-tetradec-7-enoyl-CoA);
-2.19E-08;72;y002279;3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-dodec-5-enoyl-CoA);
-2.19E-08;72;y002280;3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-octadec-9-enoyl-CoA);
-2.19E-08;72;y002281;3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-hexadec-7-enoyl-CoA);
-2.19E-08;72;y002282;3-hydroxyacyl-CoA dehydrogenase (3-oxo-cis-tetradec-5-enoyl-CoA);
-2.19E-08;6.9419;y300001_EXP_1;decane transport e--c;
-2.19E-08;6.9419;y300001_REV_EXP_1;decane transport e--c (reversible);
-2.19E-08;18.5782;y000120;acyl-CoA oxidase (decanoyl-CoA);
-2.19E-08;0.9088;y000285_EXP_2;cis-prenyltransferase step 05;
-2.19E-08;29.9;y000300_EXP_2;citrate synthase;
-2.19E-08;29.9;y000301_EXP_2;citrate synthase, peroxisomal;
-2.19E-08;20.9;y000319;D-arabinono-1,4-lactone oxidase;
-2.19E-08;7.3638;y000578;inositolphosphotransferase;
-2.19E-08;19.9831;y000929;polyamine oxidase;
-2.19E-08;0.2466;y000935;porphobilinogen synthase;
-2.19E-08;9.9995;y000964_EXP_2;reduced glutathione via ABC system;
-2.19E-08;0.7868;y002214_REV;fatty-acid--CoA ligase (lignoceric acid), ER membrane (reversible);
-2.19E-08;0.7868;y002217_REV;fatty-acid--CoA ligase (lignoceric acid), lipid particle (reversible);
-2.19E-08;4333;y200004;extracellular tributyrin hydrolysis;
-2.19E-08;0.1718;y200025_REV;UTP:uridine 5'-phosphotransferase (reversible);
-2.19E-08;0.1718;y200028_REV;dATP:uridine 5'-phosphotransferase (reversible);
-2.19E-08;0.1718;y200029_REV;dGTP:uridine 5'-phosphotransferase (reversible);
-2.19E-08;0.1718;y200032_REV;dTTP:uridine 5'-phosphotransferase (reversible);
-2.19E-08;0.1718;y200033_REV;dCTP:uridine 5'-phosphotransferase (reversible);
-2.19E-08;0.1718;y200034_REV;dUTP:uridine 5'-phosphotransferase (reversible);
-2.19E-08;4.9073;y300063_REV_EXP_2;glutathione gamma-glutamylaminopeptidase (reversible);
-2.19E-08;61.9279;y000001_EXP_2;(R)-lactate:ferricytochrome-c 2-oxidoreductase;
-2.19E-08;61.9279;y000002_EXP_2;(R)-lactate:ferricytochrome-c 2-oxidoreductase;
-2.19E-08;2.4851;y000095_EXP_2;acetaldehyde condensation;
-2.19E-08;5.0617;y000319_REV;D-arabinono-1,4-lactone oxidase (reversible);
-2.19E-08;27.9518;y000473;glutamate-5-semialdehyde dehydrogenase;
-2.19E-08;86.8145;y000487_EXP_8;glycerol dehydrogenase (NADP-dependent);
-2.19E-08;6.8866;y000662_EXP_2;isocitrate lyase;
-2.19E-08;1.4875;y001053_EXP_2;triacylglycerol lipase;
-2.19E-08;0.1496;y002175;trans-2-enoyl-CoA reductase (n-C14:0CoA);
-2.19E-08;3.5294;y002246_EXP_5;acyl-CoA oxidase (cis-hexadec-7-enoyl-CoA);
-2.19E-08;949.1031857;y300004_REV_EXP_3;long-chain alcohol dehydrogenase (C10) (reversible);
-2.19E-08;58.7756;y000209;arginyl-tRNA synthetase;
-2.19E-08;58.7756;y000210;arginyl-tRNA synthetase;
-2.19E-08;27.5184;y000370_EXP_1;exo-1,3-beta-glucan glucohydrase;
-2.19E-08;35.5272;y000381_EXP_2;fatty acid oxidation (C18:2);
-2.19E-08;83;y000466;glucose 6-phosphate dehydrogenase;
-2.19E-08;5.3794;y000803_REV;nucleoside diphosphate kinase (reversible);
-2.19E-08;357;y000886;phosphofructokinase;
-2.19E-08;357;y000887;phosphofructokinase (s7p);
-2.19E-08;86.6327;y000902;phosphomannomutase;
-2.19E-08;15.1425;y002194_REV;fatty-acid--CoA ligase (dodecanoate), ER membrane (reversible);
-2.19E-08;15.1425;y002200_REV;fatty-acid--CoA ligase (dodecanoate), lipid particle (reversible);
-2.19E-08;26.7;y103316;PC phospholipase A2, lipid particle;
-2.19E-08;6.255;y200012_EXP_1;nucleotidase (nicotinate D-ribonucleotide);
-2.19E-08;235.6405;y200018;ATP:D-Gluconate 6-phosphotransferase;
-2.19E-08;23.0362;y300004_REV_EXP_5;long-chain alcohol dehydrogenase (C10) (reversible);
-2.19E-08;2.3596;y300061;GTP diphosphate-lyase (cyclizing;
-2.19E-08;10.0465;y300063_REV_EXP_1;glutathione gamma-glutamylaminopeptidase (reversible);
-2.19E-08;7.6567;y000018_REV_EXP_1;2-aminoadipate transaminase (reversible);
-2.19E-08;45.4344;y000487_EXP_2;glycerol dehydrogenase (NADP-dependent);
-2.19E-08;2.304;y000907_EXP_2;phosphopentomutase;
-2.19E-08;4.8304;y002119_REV;tyrosine transaminase (reversible);
-2.19E-08;0.781;y002213;fatty-acid--CoA ligase (behenate), ER membrane;
-2.19E-08;0.781;y002216;fatty-acid--CoA ligase (behenate), lipid particle;
-2.19E-08;14.8;y002283;acetyl-CoA C-acyltransferase (acetyl-CoA);
-2.19E-08;4.6798;y200008_EXP_1;O-succinylhomoserine lyase (elimination);
-2.19E-08;1.9021;y000010;1-phosphatidylinositol-3-phosphate 5-kinase;
-2.19E-08;136.9609;y000028_EXP_1;2-methylcitrate synthase;
-2.19E-08;940;y000155;ADP-ribose 2,3-cyclic phosphodiesterase;
-2.19E-08;3.9567;y000168_EXP_3;aldehyde dehydrogenase (2-methylbutanol, NADP);
-2.19E-08;0.9748;y000293_EXP_2;cis-prenyltransferase step 13;
-2.19E-08;4.5381;y000436;ferrochelatase;
-2.19E-08;4.0895;y000921;Phytosphingosine phosphate lyase;
-2.19E-08;117.5;y002145_EXP_1;3-oxoacyl-ACP reductase (3-hydroxybutanoyl-ACP);
-2.19E-08;117.5;y002145_EXP_2;3-oxoacyl-ACP reductase (3-hydroxybutanoyl-ACP);
-2.19E-08;117.5;y002145_EXP_3;3-oxoacyl-ACP reductase (3-hydroxybutanoyl-ACP);
-2.19E-08;117.5;y002146_EXP_1;3-oxoacyl-ACP reductase (3-hydroxyhexanoyl-ACP);
-2.19E-08;117.5;y002146_EXP_2;3-oxoacyl-ACP reductase (3-hydroxyhexanoyl-ACP);
-2.19E-08;117.5;y002146_EXP_3;3-oxoacyl-ACP reductase (3-hydroxyhexanoyl-ACP);
-2.19E-08;117.5;y002147_EXP_1;3-oxoacyl-ACP reductase (3-hydroxyoctanoyl-ACP);
-2.19E-08;117.5;y002147_EXP_2;3-oxoacyl-ACP reductase (3-hydroxyoctanoyl-ACP);
-2.19E-08;117.5;y002147_EXP_3;3-oxoacyl-ACP reductase (3-hydroxyoctanoyl-ACP);
-2.19E-08;31.4604;y000019;2-dehydropantoate 2-reductase;
-2.19E-08;486.9579;y000302_REV_EXP_2;citrate to cis-aconitate(3-) (reversible);
-2.19E-08;486.9579;y000303_REV_EXP_2;citrate to cis-aconitate(3-), cytoplasmic (reversible);
-2.19E-08;0.3073;y000329;deoxycytidine deaminase;
-2.19E-08;24.0153;y000443;formaldehyde dehydrogenase;
-2.19E-08;54.9248;y000519;GPI-anchor assembly, step 5;
-2.19E-08;11.2226;y000672;L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase;
-2.19E-08;65.517;y002079_EXP_2;trehalose transporter;
-2.19E-08;10.0166;y002236_EXP_3;acyl-CoA oxidase (butanoyl-CoA);
-2.19E-08;10.5065;y103046_EXP_3;PE phospholipase B;
-2.19E-08;10.7111;y200011_EXP_2;nucleotidase (NMN);
-2.19E-08;420;y000190;allantoinase, reaction;
-2.19E-08;36.9929;y000263;ceramide-1 synthase (24C);
-2.19E-08;36.9929;y000265;ceramide-2 synthase (24C);
-2.19E-08;0.9856;y000295_REV_EXP_2;cis-prenyltransferase step 15 (reversible);
-2.19E-08;0.9856;y000296_EXP_2;cis-prenyltransferase step 16;
-2.19E-08;5.8572;y000483_REV_EXP_1;glutathione peridoxase (reversible);
-2.19E-08;105.3;y000807;nucleoside triphosphatase;
-2.19E-08;63.1769;y000976_EXP_2;ribonucleotide reductase;
-2.19E-08;63.1769;y000977_EXP_2;ribonucleotide reductase;
-2.19E-08;10.408;y001095_REV_EXP_2;yUMP synthetase (reversible);
-2.19E-08;11.5962;y000035;3',5'-cyclic-nucleotide phosphodiesterase;
-2.19E-08;5.1449;y000523_REV_EXP_2;GPI-anchor assembly, step 9 (reversible);
-2.19E-08;0.93;y000899;phospholipase D;
-2.19E-08;3.3019;y003256_EXP_2;fecosteryl ester hydrolase (16:1), lipid particle;
-2.19E-08;15.9106;y000091_EXP_2;6-phosphogluconolactonase;
-2.19E-08;14.2325;y000116;acid phosphatase (secreted);
-2.19E-08;2.8892;y000847;peroxisomal acyl-CoA thioesterase;
-2.19E-08;33.9892;y001083;uroporphyrinogen-III synthase;
-2.19E-08;1.2759;y002169;B-hydroxyacyl-CoA dehydratase (trans-hexadec-2-enoyl-CoA);
-2.19E-08;36.5474;y300014;fatty acyl-CoA transport via ABC system (C18:2);
-2.19E-08;2.4711;y000172_EXP_3;aldehyde dehydrogenase (3-aminopropanal, NAD);
-2.19E-08;232;y000312;cysteine synthase;
-2.19E-08;2.3958;y000621;IPS phospholipase C;
-2.19E-08;2.3958;y000651;IPS phospholipase C;
-2.19E-08;2.9;y000905;phosphopantothenate-cysteine ligase;
-2.19E-08;2.9;y000906_EXP_1;phosphopantothenoylcysteine decarboxylase;
-2.19E-08;2.9;y000906_EXP_2;phosphopantothenoylcysteine decarboxylase;
-2.19E-08;3.32;y001042_EXP_1;threonyl-tRNA synthetase;
-2.19E-08;3.32;y001043_EXP_1;threonyl-tRNA synthetase;
-2.19E-08;5.8;y001079;uridylate kinase (dUMP);
-2.19E-08;5.8;y001080;uridylate kinase (dUMP);
-2.19E-08;9.7662;y002272;3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA);
-2.19E-08;0.1937;y200026_REV;ITP:uridine 5'-phosphotransferase (reversible);
-2.19E-08;7.7723;y300002_EXP_2;hexadecane transport e--c;
-2.19E-08;7.7723;y300002_REV_EXP_2;hexadecane transport e--c (reversible);
-2.19E-08;10.1341;y300008_EXP_4;long-chain alcohol dehydrogenase (C16);
-2.19E-08;7.67;y000018_REV_EXP_3;2-aminoadipate transaminase (reversible);
-2.19E-08;2.0746;y000073_EXP_1;4PP-IP5 depyrophosphorylation to IP6;
-2.19E-08;2.0746;y000082;5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase;
-2.19E-08;2.0746;y000092_EXP_1;6PP-IP5 depyrophosphorylation to IP6;
-2.19E-08;2.5699;y000168_EXP_7;aldehyde dehydrogenase (2-methylbutanol, NADP);
-2.19E-08;2.2074;y000468;glutamate 5-kinase;
-2.19E-08;0.0491;y000575;inositol-1,4,5-trisphosphate 3-kinase, nucleus;
-2.19E-08;25.5249;y000762_EXP_1;N-formyl-L-kynurenine amidohydrolase;
-2.19E-08;80.9;y000804;nucleoside triphosphatase;
-2.19E-08;0.1328;y000912_REV;phosphoribosylaminoimidazolecarboxamide formyltransferase (reversible);
-2.19E-08;2.3294;y001036;thiamine-phosphate diphosphorylase;
-2.19E-08;8.8671;y002241_EXP_4;acyl-CoA oxidase (tetracosanoyl-CoA);
-2.19E-08;44.3208;y000015;2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase (NADPH);
-2.19E-08;5.6081;y000117_REV;2-methylcitrate dehydratase (reversible);
-2.19E-08;34.5;y000166_EXP_6;aldehyde dehydrogenase (2-methylbutanol, NAD);
-2.19E-08;34.5;y000169_EXP_6;aldehyde dehydrogenase (2-phenylethanol, NAD);
-2.19E-08;34.5;y000179_EXP_6;aldehyde dehydrogenase (isoamyl alcohol, NAD);
-2.19E-08;34.5;y000182_EXP_6;aldehyde dehydrogenase (isobutyl alcohol, NAD);
-2.19E-08;34.5;y000186_EXP_6;aldehyde dehydrogenase (tryptophol, NAD);
-2.19E-08;26.9177;y000214_EXP_2;aspartate carbamoyltransferase;
-2.19E-08;0.8049;y000412_REV;fatty-acid--CoA ligase (tetradecanoate) (reversible);
-2.19E-08;207;y000959_EXP_1;pyruvate decarboxylase;
-2.19E-08;207;y000960_EXP_1;pyruvate decarboxylase (acetoin-forming);
-2.19E-08;207;y000960_EXP_2;pyruvate decarboxylase (acetoin-forming);
-2.19E-08;12.9;y000977_EXP_1;ribonucleotide reductase;
-2.19E-08;4.1708;y001003;sphinganine phosphate lyase;
-2.19E-08;26.8427;y002162;B-ketoacyl-CoA reductase ((S)-3-hydroxypalmitoyl-CoA);
-2.19E-08;26.6381;y002220;fatty acyl-CoA transport via ABC system (C14:0);
-2.19E-08;9.2998;y002247_EXP_4;acyl-CoA oxidase (cis-tetradec-5-enoyl-CoA);
-2.19E-08;16.2937;y300004_EXP_8;long-chain alcohol dehydrogenase (C10);
-2.19E-08;34.5;y300004_REV_EXP_1;long-chain alcohol dehydrogenase (C10) (reversible);
-2.19E-08;34.5;y300006_REV_EXP_1;long-chain alcohol dehydrogenase (C12) (reversible);
-2.19E-08;34.5;y300008_REV_EXP_1;long-chain alcohol dehydrogenase (C16) (reversible);
-2.19E-08;37.0053;y000191_EXP_1;allophanate hydrolase;
-2.19E-08;10190;y000460;gamma-glutamylcysteine synthetase;
-2.19E-08;640;y000502_EXP_1;glycine hydroxymethyltransferase;
-2.19E-08;640;y000503_EXP_1;glycine hydroxymethyltransferase;
-2.19E-08;640;y000503_EXP_2;glycine hydroxymethyltransferase;
-2.19E-08;40;y000539;histidyl-tRNA synthetase;
-2.19E-08;40;y000540;histidyl-tRNA synthetase;
-2.19E-08;2.6884;y000543;homocitrate synthase;
-2.19E-08;68.7394;y000815_EXP_1;O-succinylhomoserine lyase (L-cysteine);
-2.19E-08;1054.3242;y001075_EXP_2;urea carboxylase;
-2.19E-08;20;y004045;uridine hydrolase;
-2.19E-08;26.4176;y300026_EXP_8;long-chain aldehyde dehydrogenase (C12);
-2.19E-08;33.768;y300064;3'-Phospho-5'-adenylyl sulfate 3'-phosphohydrolase;
-2.19E-08;1.0894;y000192_EXP_3;alpha 1,2-mannosyltransferase;
-2.19E-08;2.3834;y000625;IPS phospholipase C;
-2.19E-08;2.3834;y000655;IPS phospholipase C;
-2.19E-08;4.6537;y000791;nucleoside diphosphatase;
-2.19E-08;30.3323;y000841;pantetheine-phosphate adenylyltransferase;
-2.19E-08;113.6;y000943;purine-nucleoside phosphorylase;
-2.19E-08;135.2859;y000963;quinone oxidoreductase;
-2.19E-08;2.2954;y003254_EXP_1;episteryl ester hydrolase (16:1), lipid particle;
-2.19E-08;2.6579;y103120;PI 3-P phosphatase;
-2.19E-08;113.6;y200010;purine-nucleoside phosphorylase (nicotinate);
-2.19E-08;7.1502;y300002_EXP_1;hexadecane transport e--c;
-2.19E-08;7.1502;y300002_REV_EXP_1;hexadecane transport e--c (reversible);
-2.19E-08;5.0343;y000075;5'-methylthioadenosine phosphorylase;
-2.19E-08;20.8851;y000086;5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase;
-2.19E-08;2.8501;y000192_EXP_4;alpha 1,2-mannosyltransferase;
-2.19E-08;0.9651;y000291_EXP_2;cis-prenyltransferase step 11;
-2.19E-08;19.3347;y000381_EXP_6;fatty acid oxidation (C18:2);
-2.19E-08;1.67;y000534_EXP_1;hexokinase (D-glucose:ATP);
-2.19E-08;0.047;y002142_EXP_1;B-ketoacyl-ACP synthase (acetoacetyl-ACP);
-2.19E-08;0.047;y002142_EXP_2;B-ketoacyl-ACP synthase (acetoacetyl-ACP);
-2.19E-08;0.047;y002143_EXP_1;B-ketoacyl-ACP synthase (3-oxo-hexanoyl-ACP);
-2.19E-08;0.047;y002143_EXP_2;B-ketoacyl-ACP synthase (3-oxo-hexanoyl-ACP);
-2.19E-08;0.047;y002144_EXP_1;B-ketoacyl-ACP synthase (3-oxo-octanoyl-ACP);
-2.19E-08;0.047;y002144_EXP_2;B-ketoacyl-ACP synthase (3-oxo-octanoyl-ACP);
-2.19E-08;114.1666667;y002171_REV;B-hydroxyacyl-CoA dehydratase (trans-icos-2-enoyl-CoA) (reversible);
-2.19E-08;114.1666667;y002173_REV;B-hydroxyacyl-CoA dehydratase (trans-tetracos-2-enoyl-CoA) (reversible);
-2.19E-08;67.124;y300060;GTP diphosphohydrolase (diphosphate-forming);
-2.19E-08;62.3;y000533;hexokinase (D-fructose:ATP);
-2.19E-08;62.3;y000535;hexokinase (D-mannose:ATP);
-2.19E-08;25.1257;y000967;riboflavin synthase;
-2.19E-08;2.2973;y003253_EXP_1;ergosteryl ester hydrolase (18:1), lipid particle;
-2.19E-08;4.5444;y300062_EXP_1;L-aspartate 1-carboxy-lyase (beta-alanine-forming);
-2.19E-08;62.3;y300072_EXP_1;ATP:D-glucosamine 6-phosphotransferase;
-2.19E-08;62.3;y300072_EXP_2;ATP:D-glucosamine 6-phosphotransferase;
-2.19E-08;62.3;y300072_EXP_3;ATP:D-glucosamine 6-phosphotransferase;
-2.19E-08;108.3609;y000038;3,4-dihydroxy-2-butanone-4-phosphate synthase;
-2.19E-08;38.7589;y000658_EXP_2;isocitrate dehydrogenase (NAD+);
-2.19E-08;14.5183;y000673;L-4-hydroxyglutamate semialdehyde dehydrogenase;
-2.19E-08;9.6829;y000843;pantothenate synthase;
-2.19E-08;22.6;y001023;succinate-semialdehyde dehydrogenase (NADP);
-2.19E-08;26.5973;y002222;fatty acyl-CoA transport via ABC system (C16:1);
-2.19E-08;33.75;y000008_EXP_2;1-acyl-sn-gylcerol-3-phosphate acyltransferase;
-2.19E-08;0.4947;y000978_EXP_1;ribonucleotide reductase;
-2.19E-08;0.4947;y000979_EXP_1;ribonucleotide reductase;
-2.19E-08;3.1338;y001031_REV_EXP_2;tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming) (reversible);
-2.19E-08;14.7051;y002210_REV;fatty-acid--CoA ligase (behenate), cell envelope (reversible);
-2.19E-08;2.1861;y300004_REV_EXP_6;long-chain alcohol dehydrogenase (C10) (reversible);
-2.19E-08;107.7018;y000022;2-hexaprenyl-6-methoxyphenol monooxygenase;
-2.19E-08;5.4187;y000164_EXP_8;alcohol dehydrogenase (glycerol, NADP);
-2.19E-08;2.5146;y000228;beta-1,4 mannosyltransferase;
-2.19E-08;5.1747;y000342;dihydroceramidase;
-2.19E-08;0.9589;y000483_EXP_2;glutathione peridoxase;
-2.19E-08;650.6;y000522_REV;GPI-anchor assembly, step 8 (reversible);
-2.19E-08;0.84;y000766_EXP_1;NAD kinase;
-2.19E-08;2085;y000796;nucleoside diphosphate kinase;
-2.19E-08;2085;y000801;nucleoside diphosphate kinase;
-2.19E-08;2085;y000802;nucleoside diphosphate kinase;
-2.19E-08;2085;y000803;nucleoside diphosphate kinase;
-2.19E-08;122.6407;y000985;S-adenosyl-L-methionine:3-hexaprenyl-4,5-dihydroxylate O-methyltransferase;
-2.19E-08;2.371;y001729;deoxyadenylate kinase;
-2.19E-08;201;y002112;kynurenine aminotransferase;
-2.19E-08;27.6552;y002219;fatty acyl-CoA transport via ABC system (C12:0);
-2.19E-08;20.9587;y002236_EXP_1;acyl-CoA oxidase (butanoyl-CoA);
-2.19E-08;0.4117;y300003_EXP_1;alkane oxidase (C10);
-2.19E-08;0.9006;y000017;2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase;
-2.19E-08;5778.0137;y000189_REV;allantoate amidinohydrolase (reversible);
-2.19E-08;0.9006;y000350;dihydropteroate synthase;
-2.19E-08;59.26;y000469;glutamate decarboxylase;
